chr	strand	start	end	name	commonName
10	+	345896	347432	YJL049W	YJL049W
10	+	352344	353856	YJL046W	YJL046W
10	+	355744	358120	YJL045W	YJL045W
10	+	360224	361008	YJL043W	YJL043W
10	+	361136	365528	YJL042W	MHP1
10	+	365712	368488	YJL041W	NSP1
10	+	377112	377416	YJL037W	IRC18
10	+	378568	380240	YJL036W	SNX4
10	+	381288	383568	YJL034W	KAR2
10	+	383800	386240	YJL033W	HCA4
10	+	387568	388424	YJL030W	MAD2
10	+	392336	393736	YJL026W	RNR2
10	+	393864	395688	YJL025W	RRN7
10	+	407504	409440	YJL014W	CCT3
10	+	424992	431320	YJL005W	CYR1
10	+	432488	433216	YJL003W	COX16
10	+	435112	436128	YJL001W	PRE3
10	+	436736	438744	YJR001W	AVT1
10	+	438840	441008	YJR002W	MPP10
10	+	445864	448280	YJR005W	APL1
10	+	449184	450736	YJR006W	POL31
10	+	450904	452128	YJR007W	SUI2
10	+	452216	453656	YJR008W	YJR008W
10	+	456024	457824	YJR010W	MET3
10	+	460312	461680	YJR013W	GPI14
10	+	461776	462552	YJR014W	TMA22
10	+	462688	464400	YJR015W	YJR015W
10	+	469656	470224	YJR022W	LSM8
10	+	490992	492312	YJR032W	CPR7
10	+	496544	497080	YJR034W	PET191
10	+	497232	500728	YJR035W	RAD26
10	+	503696	507304	YJR039W	YJR039W
10	+	507568	510104	YJR040W	GEF1
10	+	514024	516384	YJR042W	NUP85
10	+	521984	523928	YJR046W	TAH11
10	+	526272	526848	YJR048W	CYC1
10	+	528656	529648	YJR050W	ISY1
10	+	529800	531432	YJR051W	OSM1
10	+	531928	533784	YJR052W	RAD7
10	+	533968	536008	YJR053W	BFA1
10	+	536008	537696	YJR054W	YJR054W
10	+	538760	539672	YJR055W	HIT1
10	+	544040	544776	YJR057W	CDC8
10	+	545688	548424	YJR059W	PTK2
10	+	548592	550408	YJR060W	CBF1
10	+	550408	553432	YJR061W	YJR061W
10	+	555040	555720	YJR063W	RPA12
10	+	555848	557688	YJR064W	CCT5
10	+	559376	566904	YJR066W	TOR1
10	+	567584	568768	YJR068W	RFC2
10	+	573168	573872	YJR074W	MOG1
10	+	573928	575344	YJR075W	HOC1
10	+	583696	585264	YJR084W	CSN12
10	+	587528	590864	YJR089W	BIR1
10	+	598624	603360	YJR092W	BUD4
10	+	608192	608992	YJR094W-A	RPL43B
10	+	609600	611024	YJR095W	SFC1
10	+	611040	612144	YJR096W	YJR096W
10	+	612288	613040	YJR097W	JJJ3
10	+	615480	616432	YJR099W	YUH1
10	+	618144	619176	YJR101W	RSM26
10	+	620568	622552	YJR103W	URA8
10	+	623528	624640	YJR105W	ADO1
10	+	628840	629552	YJR108W	ABM1
10	+	633464	635808	YJR110W	YMR1
10	+	636896	637712	YJR112W	NNF1
10	+	637776	638264	YJR112W-A	YJR112W-A
10	+	639280	641792	YJR115W, YJR116W	YJR115W, YJR116W
10	+	641976	643488	YJR117W	STE24
10	+	647400	649464	YJR120W, YJR121W	YJR120W, ATP2
10	+	649712	651360	YJR122W	CAF17
10	+	651848	652736	YJR123W	RPS5
10	+	667408	669464	YJR131W	MNS1
10	+	669464	672896	YJR132W	NMD5
10	+	672896	673672	YJR133W	XPT1
10	+	676952	677520	YJR135W-A	TIM8
10	+	684536	689512	YJR138W	IML1
10	+	695856	697072	YJR141W	YJR141W
10	+	697072	698456	YJR142W	YJR142W
10	+	700808	701736	YJR144W	MGM101
10	+	704072	705672	YJR146W, YJR147W	YJR146W, HMS2
10	+	705672	706880	YJR148W	BAT2
10	+	706880	708672	YJR149W	YJR149W
10	+	718160	721312	YJR152W	DAL5
10	+	722448	723976	YJR153W	PGU1
11	+	6097	7593	YKL221W	MCH2
11	+	14537	15881	YKL219W	COS9
11	+	22081	24193	YKL217W	JEN1
11	+	25145	26457	YKL216W	URA1
11	+	34265	36649	YKL212W	SAC1
11	+	39121	42369	YKL210W	UBA1
11	+	47121	48161	YKL208W	CBT1
11	+	48161	49049	YKL207W	YKL207W
11	+	50025	53569	YKL205W	LOS1
11	+	53681	55745	YKL204W	EAP1
11	+	75788	77196	YKL195W	MIA40
11	+	81020	82724	YKL191W	DPH2
11	+	82916	83908	YKL190W	CNB1
11	+	84580	86156	YKL189W	HYM1
11	+	94148	96356	YKL185W	ASH1
11	+	96564	98348	YKL184W	SPE1
11	+	98524	100020	YKL183W	LOT5
11	+	100124	106908	YKL182W	FAS1
11	+	107116	108772	YKL181W	PRS1
11	+	109204	110268	YKL180W	RPL17A
11	+	118740	120468	YKL175W	ZRT3
11	+	122420	125652	YKL173W	SNU114
11	+	125740	127180	YKL172W	EBP2
11	+	127316	130468	YKL171W	YKL171W
11	+	130540	131228	YKL170W	MRPL38
11	+	144324	145820	YKL163W	PIR3
11	+	153204	153772	YKL160W	ELF1
11	+	154964	158420	YKL157W	APE2
11	+	158572	159388	YKL156W	RPS27A
11	+	161516	162388	YKL154W	SRP102
11	+	164844	167564	YKL150W	MCR1
11	+	171628	173956	YKL146W	AVT3
11	+	174140	175764	YKL145W, YKL145W-A	RPT1, YKL145W-A
11	+	176740	178324	YKL143W	LTV1
11	+	178420	179244	YKL142W	MRP8
11	+	179636	180396	YKL141W	SDH3
11	+	180484	182652	YKL140W	TGL1
11	+	182716	184580	YKL139W	CTK1
11	+	203146	205050	YKL127W	PGM1
11	+	205138	207426	YKL126W	YPK1
11	+	207746	209930	YKL125W	RRN3
11	+	210018	212122	YKL124W, YKL123W	SSH4, YKL123W
11	+	213538	216514	YKL121W	YKL121W
11	+	216826	218218	YKL120W	OAC1
11	+	219770	220834	YKL117W	SBA1
11	+	226026	228434	YKL112W	ABF1
11	+	231546	233898	YKL109W	HAP4
11	+	233994	235530	YKL108W	SLD2
11	+	235602	236794	YKL107W	YKL107W
11	+	237058	238602	YKL106W	AAT1
11	+	248178	253122	YKL101W	HSL1
11	+	256363	257683	YKL098W	YKL098W
11	+	258811	259347	YKL096W-A	CWP2
11	+	260739	261587	YKL096W	CWP1
11	+	261755	262971	YKL095W	YJU2
11	+	262971	264091	YKL094W	YJU3
11	+	264323	265763	YKL093W	MBR1
11	+	271499	272883	YKL090W	CUE2
11	+	272987	274907	YKL089W	MIF2
11	+	274907	276851	YKL088W	YKL088W
11	+	277707	278627	YKL086W	SRX1
11	+	278643	280019	YKL085W	MDH1
11	+	282475	284315	YKL081W, snR38	TEF4, SNR38
11	+	284563	285939	YKL080W	VMA5
11	+	286067	288291	YKL079W	SMY1
11	+	288379	290819	YKL078W	DHR2
11	+	290947	292579	YKL077W	YKL077W
11	+	296027	298763	YKL073W	LHS1
11	+	299043	301994	YKL072W	STB6
11	+	303875	305667	YKL071W	YKL071W
11	+	306851	307771	YKL069W	YKL069W
11	+	308739	309395	YKL068W-A	YKL068W-A
11	+	309683	312899	YKL068W	NUP100
11	+	317155	320427	YKL064W	MNR2
11	+	322707	325179	YKL062W	MSN4
11	+	325387	326027	YKL061W	YKL061W
11	+	329771	330499	YKL058W	TOA2
11	+	340475	342435	YKL051W	SFK1
11	+	349083	350835	YKL047W	YKL047W
11	+	353067	354859	YKL045W	PRI2
11	+	357883	359371	YKL042W	SPC42
11	+	359699	360707	YKL041W	VPS24
11	+	362099	364076	YKL039W	PTM1
11	+	369420	371188	YKL035W	UGP1
11	+	371380	373820	YKL034W	TUL1
11	+	374044	374964	YKL033W-A	YKL033W-A
11	+	375068	378620	YKL033W	YKL033W
11	+	385372	386980	YKL028W	TFA1
11	+	387100	388740	YKL027W	YKL027W
11	+	393332	394364	YKL023W	YKL023W
11	+	402012	403188	YKL019W	RAM2
11	+	403636	404844	YKL018W	SWD2
11	+	408100	411268	YKL015W	PUT3
11	+	417860	419844	YKL012W	PRP40
11	+	425804	426708	YKL009W	MRT4
11	+	428908	429892	YKL007W	CAP1
11	+	431396	432508	YKL006W	RPL14A
11	+	434868	436564	YKL004W	AUR1
11	+	437356	438420	YKL002W	DID4
11	+	442636	444652	YKR002W	PAP1
11	+	444860	446444	YKR003W	OSH6
11	+	451060	451660	YKR007W	MEH1
11	+	451820	453940	YKR008W	RSC4
11	+	463396	464892	YKR013W	PRY2
11	+	469316	471228	YKR016W	FMP13
11	+	477940	478716	YKR020W	VPS51
11	+	478796	481780	YKR021W	ALY1
11	+	483020	484732	YKR023W	YKR023W
11	+	487372	488364	YKR025W	RPC37
11	+	490908	493388	YKR027W	BCH2
11	+	493540	497116	YKR028W	SAP190
11	+	499724	500860	YKR030W	GMH1
11	+	506540	507476	YKR034W	DAL80
11	+	507556	508308	YKR035W-A	DID2
11	+	514644	516636	YKR039W	GAP1
11	+	517836	518956	YKR041W	YKR041W
11	+	518956	520484	YKR042W	UTH1
11	+	521476	523052	YKR044W	UIP5
11	+	526508	530164	YKR050W	TRK2
11	+	530444	531916	YKR051W	YKR051W
11	+	547804	549092	YKR055W, YKR056W	RHO4, TRM2
11	+	549188	551124	YKR056W	TRM2
11	+	551252	552148	YKR057W	RPS21A
11	+	552260	554364	YKR058W	GLG1
11	+	554500	556036	YKR059W	TIF1
11	+	556100	557052	YKR060W	UTP30
11	+	557052	558868	YKR061W	KTR2
11	+	559260	560532	YKR062W	TFA2
11	+	562116	564932	YKR064W	OAF3
11	+	567420	569956	YKR067W	GPT2
11	+	571100	573060	YKR069W	MET1
11	+	573172	574500	YKR070W	YKR070W
11	+	578772	579492	YKR074W	YKR074W
11	+	581820	583148	YKR076W	ECM4
11	+	583244	584444	YKR077W	MSA2
11	+	584524	586460	YKR078W	YKR078W
11	+	589876	591172	YKR080W	MTD1
11	+	592404	595980	YKR082W	NUP133
11	+	599476	602988	YKR086W	PRP16
11	+	608333	610893	YKR090W	PXL1
11	+	611021	612110	YKR091W	SRL3
11	+	615126	617382	YKR093W	PTR2
11	+	619278	625238	YKR095W	MLP1
11	+	625462	625990	YKR095W-A	PCC1
11	+	626126	630182	YKR096W	YKR096W
11	+	630654	632662	YKR097W	PCK1
11	+	635182	638030	YKR099W	BAS1
11	+	640174	642374	YKR101W	SIR1
11	+	642598	649686	YKR102W	FLO10
11	+	650118	653158	YKR103W	NFT1
11	+	653190	657750	YKR103W, YKR104W	NFT1, YKR104W
12	+	17945	19977	YLL061W	MMP1
12	+	23481	25385	YLL058W	YLL058W
12	+	29097	31777	YLL055W	YCT1
12	+	40657	41289	YLL049W	LDB18
12	+	49801	52065	YLL043W	FPS1
12	+	68441	70609	YLL035W	GRC3
12	+	73393	74713	YLL033W	IRC19
12	+	81321	83833	YLL029W	YLL029W
12	+	84649	87017	YLL028W	TPO1
12	+	87193	88265	YLL027W	ISA1
12	+	88449	91433	YLL026W	HSP104
12	+	92769	95273	YLL025W	PAU17
12	+	100809	105401	YLL021W	SPA2
12	+	116305	121177	YLL015W	BPT1
12	+	121313	121809	YLL014W	YLL014W
12	+	125489	127313	YLL012W	YEH1
12	+	127473	129049	YLL011W	SOF1
12	+	131681	134153	YLL008W	DRS1
12	+	136521	139777	YLL006W	MMM1
12	+	141065	142985	YLL004W	ORC3
12	+	143145	146105	YLL003W	SFI1
12	+	146257	147649	YLL002W	RTT109
12	+	147849	150329	YLL001W	DNM1
12	+	160001	161641	YLR005W	SSL1
12	+	164385	165513	YLR007W	NSE1
12	+	166345	167265	YLR009W	RLP24
12	+	168977	169969	YLR011W	LOT6
12	+	175169	177305	YLR015W	BRE2
12	+	177553	178681	YLR017W	MEU1
12	+	179985	181737	YLR019W	PSR2
12	+	183553	184209	YLR021W	IRC25
12	+	194377	195401	YLR025W	SNF7
12	+	204921	208569	YLR032W	RAD5
12	+	208641	210481	YLR033W	RSC58
12	+	242145	243609	YLR048W	RPS0B
12	+	247113	248009	YLR052W	IES3
12	+	253785	255169	YLR056W	ERG3
12	+	255249	257929	YLR057W	YLR057W
12	+	260945	262889	YLR060W	FRS1
12	+	263137	264065	YLR061W	RPL22A
12	+	264233	265385	YLR063W	YLR063W
12	+	265385	266337	YLR064W	YLR064W
12	+	267113	267817	YLR066W	SPC3
12	+	270977	271569	YLR068W	FYV7
12	+	278841	281025	YLR072W	YLR072W
12	+	282881	283729	YLR075W	RPL10
12	+	283785	285777	YLR077W	FMP25
12	+	286777	287809	YLR079W	SIC1
12	+	287897	289321	YLR080W	EMP46
12	+	290065	292185	YLR081W	GAL2
12	+	302193	306825	YLR086W	SMC4
12	+	316009	318129	YLR088W	GAA1
12	+	320329	322129	YLR090W	XDJ1
12	+	322217	323497	YLR091W	YLR091W
12	+	323521	326393	YLR092W	SUL2
12	+	332345	336137	YLR096W	KIN2
12	+	341257	341657	YLR099W-A	YLR099W-A
12	+	341721	342937	YLR100W	ERG27
12	+	346553	347017	YLR104W	YLR104W
12	+	364097	365457	YLR107W	REX3
12	+	368601	369385	YLR109W	AHP1
12	+	371425	373057	YLR113W	HOG1
12	+	377961	380689	YLR115W	CFT2
12	+	380857	382441	YLR116W	MSL5
12	+	385569	386249	YLR119W	SRN2
12	+	398601	399609	YLR128W	DCN1
12	+	399609	402625	YLR129W	DIP2
12	+	408377	410281	YLR133W	CKI1
12	+	410281	412505	YLR134W	PDC5
12	+	413193	415737	YLR135W	SLX4
12	+	416809	418201	YLR137W	YLR137W
12	+	418281	421473	YLR138W	NHA1
12	+	423521	425177	YLR140W, YLR141W	YLR140W, RRN5
12	+	425185	426737	YLR142W	PUT1
12	+	427305	429585	YLR143W	YLR143W
12	+	432073	432857	YLR145W	RMP1
12	+	433817	434145	YLR146W-A	YLR146W-A
12	+	434569	437497	YLR148W	PEP3
12	+	440313	441569	YLR150W	STM1
12	+	493537	494481	YLR164W	YLR164W
12	+	498865	499561	YLR167W	RPS31
12	+	502345	504529	YLR173W	YLR173W
12	+	504537	505825	YLR174W	IDP2
12	+	506097	507785	YLR175W	CBF5
12	+	510361	513001	YLR177W	YLR177W
12	+	515121	516665	YLR180W	SAM1
12	+	517897	520521	YLR182W	SWI6
12	+	522593	523401	YLR185W	RPL37A
12	+	523577	524513	YLR186W	EMG1
12	+	524673	528001	YLR187W	SKG3
12	+	528233	530713	YLR188W	MDL1
12	+	534777	537097	YLR190W	MMR1
12	+	537249	538569	YLR191W	PEX13
12	+	543889	545889	YLR196W	PWP1
12	+	546049	547785	YLR197W	SIK1
12	+	548905	549601	YLR200W	YKE2
12	+	552241	552809	YLR204W	QRI5
12	+	554433	556577	YLR206W	ENT2
12	+	556729	559353	YLR207W	HRD3
12	+	559441	560825	YLR208W	SEC13
12	+	561953	563495	YLR210W	CLB4
12	+	568425	570769	YLR214W	FRE1
12	+	573865	576425	YLR219W	MSC3
12	+	576617	577921	YLR220W	CCC1
12	+	586137	587713	YLR224W	YLR224W
12	+	589193	591185	YLR226W	BUR2
12	+	609737	612257	YLR234W	TOP3
12	+	612257	614377	YLR237W	THI7
12	+	614617	616345	YLR238W	FAR10
12	+	617505	620281	YLR240W	VPS34
12	+	620425	623017	YLR241W	YLR241W
12	+	624057	625161	YLR243W	YLR243W
12	+	627097	628233	YLR246W	ERF2
12	+	633529	636193	YLR248W	RCK2
12	+	636697	640057	YLR249W	YEF3
12	+	640265	641153	YLR250W	SSP120
12	+	641353	642321	YLR251W, YLR252W	SYM1, YLR252W
12	+	642561	644409	YLR253W	YLR253W
12	+	658617	659905	YLR257W	YLR257W
12	+	660649	663161	YLR258W	GSY2
12	+	665745	668033	YLR260W	LCB5
12	+	669849	672913	YLR263W	RED1
12	+	673073	674377	YLR264W	RPS28B
12	+	677913	679961	YLR267W	BOP2
12	+	680145	680977	YLR268W	SEC22
12	+	681089	682449	YLR270W	DCS1
12	+	682593	683665	YLR271W	YLR271W
12	+	691537	694081	YLR274W	CDC46
12	+	694329	694993	YLR275W	SMD2
12	+	707337	708401	YLR285W	NNT1
12	+	714977	717089	YLR289W	GUF1
12	+	723745	724785	YLR297W	YLR297W
12	+	725897	728321	YLR299W	ECM38
12	+	728857	730601	YLR300W	EXG1
12	+	732497	733977	YLR303W	MET17
12	+	744065	744977	YLR306W	UBC12
12	+	745441	746633	YLR307W	CDA1
12	+	759457	760441	YLR312W-A	MRPL15
12	+	766399	769159	YLR318W	EST2
12	+	771911	776343	YLR320W	MMS22
12	+	779151	780903	YLR324W	PEX30
12	+	781967	783015	YLR326W	YLR326W
12	+	784711	786255	YLR328W	NMA1
12	+	787623	789831	YLR330W	CHS5
12	+	790239	791967	YLR332W	MID2
12	+	797335	799719	YLR335W	NUP2
12	+	805823	806895	YLR340W	RPP0
12	+	819263	820415	YLR344W	RPL26A
12	+	820415	822143	YLR345W	YLR345W
12	+	828623	829495	YLR350W	ORM2
12	+	830951	833591	YLR352W	YLR352W
12	+	833879	836327	YLR353W	BUD8
12	+	840255	841151	YLR356W	YLR356W
12	+	841279	844183	YLR357W	RSC2
12	+	844183	845863	YLR359W	ADE13
12	+	846007	847575	YLR360W	VPS38
12	+	849839	852271	YLR362W	STE11
12	+	853439	854015	YLR363W-A	YLR363W-A
12	+	854015	854975	YLR364W	YLR364W
12	+	856439	857367	YLR367W, snR44	RPS22B, SNR44
12	+	857479	859439	YLR368W	MDM30
12	+	859439	861623	YLR369W	SSQ1
12	+	862519	867055	YLR371W	ROM2
12	+	867151	868735	YLR372W	SUR4
12	+	871623	872799	YLR375W	STP3
12	+	878191	879615	YLR380W	CSR1
12	+	879687	882087	YLR381W	CTF3
12	+	885199	888759	YLR383W	SMC6
12	+	893527	896431	YLR386W	VAC14
12	+	897983	898919	YLR388W	RPS29A
12	+	902839	903527	YLR390W	ECM19
12	+	903655	904655	YLR390W-A	CCW14
12	+	907039	909631	YLR393W, YLR394W	ATP10, CST9
12	+	928720	929752	YLR404W	YLR404W
12	+	929784	931032	YLR405W	DUS4
12	+	932728	933856	YLR407W	YLR407W
12	+	937488	940992	YLR410W	VIP1
12	+	948344	950280	YLR412W	YLR412W
12	+	951104	953336	YLR413W	YLR413W
12	+	954904	956784	YLR417W	VPS36
12	+	958376	962832	YLR419W	YLR419W
12	+	963704	964960	YLR420W	URA4
12	+	965744	971984	YLR422W	YLR422W
12	+	973304	975584	YLR424W	SPP382
12	+	982720	986880	YLR425W	TUS1
12	+	987008	988216	YLR426W	YLR426W
12	+	988328	990592	YLR427W	MAG2
12	+	990728	992968	YLR429W	CRN1
12	+	993104	1000224	YLR430W	SEN1
12	+	1002400	1004408	YLR432W	IMD3
12	+	1006304	1007288	YLR435W	TSR2
12	+	1012456	1013784	YLR438W	CAR2
12	+	1014424	1015536	YLR439W	MRPL4
12	+	1022464	1024064	YLR443W	ECM7
12	+	1025136	1027112	YLR446W	YLR446W
12	+	1028776	1030048	YLR448W	RPL6B
12	+	1030800	1032160	YLR449W	FPR4
12	+	1032448	1035896	YLR450W	HMG2
12	+	1036000	1039032	YLR451W	LEU3
12	+	1043880	1051952	YLR454W	FMP27
12	+	1053200	1054864	YLR455W	YLR455W
12	+	1055064	1056008	YLR456W	YLR456W
12	+	1057304	1059064	YLR459W	GAB1
13	+	10153	11449	YML131W	YML131W
13	+	16993	18849	YML127W	RSC9
13	+	26809	28025	YML121W	GTR1
13	+	30585	31737	YML119W	YML119W
13	+	32233	34105	YML118W	NGL3
13	+	34105	37817	YML117W, YML116W-A	NAB6, YML116W-A
13	+	38089	39905	YML116W	ATR1
13	+	44009	44913	YML113W	DAT1
13	+	45041	46033	YML112W	CTK3
13	+	46761	49769	YML111W	BUL2
13	+	51569	54513	YML109W	ZDS2
13	+	54729	55321	YML108W	YML108W
13	+	56473	57625	YML106W	URA5
13	+	68265	69753	YML102W	CAC2
13	+	70233	70569	YML100W-A	YML100W-A
13	+	70569	74025	YML100W	TSL1
13	+	77225	77921	YML098W	TAF13
13	+	79897	81593	YML096W	YML096W
13	+	82225	82937	YML094W	GIM5
13	+	83081	85873	YML093W	UTP14
13	+	92201	94345	YML088W	UFO1
13	+	101809	103953	YML082W	YML082W
13	+	104641	108585	YML081W	YML081W
13	+	108689	110105	YML080W	DUS1
13	+	111785	112385	YML077W	BET5
13	+	133417	135249	YML070W	DAK1
13	+	135441	137169	YML069W	POB3
13	+	137489	139297	YML068W	ITT1
13	+	142105	145105	YML065W	ORC1
13	+	146433	147361	YML063W	RPS1B
13	+	151809	153161	YML060W	OGG1
13	+	159329	159977	YML058W	SML1
13	+	160089	162089	YML057W	CMP2
13	+	164745	165353	YML055W	SPC2
13	+	170369	171369	YML052W	SUR7
13	+	171529	173009	YML051W	GAL80
13	+	173137	174185	YML050W	YML050W
13	+	178385	179889	YML048W	GSF2
13	+	181393	183433	YML046W	PRP39
13	+	192689	194937	YML042W	CAT2
13	+	205609	206289	YML036W	CGI121
13	+	209449	212265	YML034W	SRC1
13	+	214145	216233	YML031W	NDC1
13	+	216401	217145	YML030W	YML030W
13	+	217297	220057	YML029W	USA1
13	+	220097	220849	YML028W	TSA1
13	+	221329	222649	YML027W	YOX1
13	+	225857	226825	YML024W	RPS17A
13	+	228881	229817	YML022W	APT1
13	+	230985	233273	YML020W	YML020W
13	+	233433	234705	YML019W	OST6
13	+	236513	239025	YML017W	PSP2
13	+	243217	244065	YML014W	TRM9
13	+	244065	246089	YML013W	UBX2
13	+	246089	246873	YML012W	ERV25
13	+	247641	251121	YML010W, YML009W-B	SPT5, YML009W-B
13	+	253657	256001	YML007W	YAP1
13	+	260225	261665	YML005W	TRM12
13	+	263473	266825	YML003W, YML002W	YML003W, YML002W
13	+	267081	267905	YML001W	YPT7
13	+	272113	272817	YMR002W	MIC17
13	+	273089	273713	YMR003W	YMR003W
13	+	273961	275673	YMR004W	MVP1
13	+	275969	277345	YMR005W	TAF4
13	+	283089	284593	YMR009W	ADI1
13	+	284881	286561	YMR010W	YMR010W
13	+	288049	289817	YMR011W	HXT2
13	+	291017	295057	YMR012W	CLU1
13	+	298833	300505	YMR014W	BUD22
13	+	312233	314801	YMR019W	STB4
13	+	315345	316945	YMR020W	FMS1
13	+	318665	319305	YMR022W	UBC7
13	+	321881	323209	YMR024W	MRPL3
13	+	323209	324161	YMR025W	CSI1
13	+	325801	327345	YMR027W	YMR027W
13	+	327409	328601	YMR028W	TAP42
13	+	330633	331937	YMR030W	RSF1
13	+	337753	339417	YMR033W	ARP9
13	+	341105	341809	YMR035W	IMP2
13	+	350129	350897	YMR040W	YET2
13	+	352513	353521	YMR042W	ARG80
13	+	353521	355089	YMR043W	MCM1
13	+	355345	357013	YMR044W	IOC4
13	+	366969	367969	YMR048W	CSM3
13	+	379569	380889	YMR052W	FAR3
13	+	383089	386049	YMR054W	STV1
13	+	388769	390865	YMR058W	FET3
13	+	391065	391569	YMR059W	SEN15
13	+	392737	394889	YMR061W	RNA14
13	+	397041	399569	YMR063W, YMR064W	RIM9, AEP1
13	+	399865	401289	YMR065W	KAR5
13	+	401545	404313	YMR066W	SOV1
13	+	406281	407585	YMR068W	AVO2
13	+	407761	408945	YMR069W	NAT4
13	+	408945	410673	YMR070W	MOT3
13	+	411529	412241	YMR072W	ABF2
13	+	413121	416097	YMR075W	RCO1
13	+	424945	426361	YMR079W	SEC14
13	+	434129	435985	YMR083W	ADH3
13	+	436329	438777	YMR084W, YMR085W	YMR084W, YMR085W
13	+	439137	442097	YMR086W	YMR086W
13	+	442097	443281	YMR087W	YMR087W
13	+	448449	449993	YMR090W	YMR090W
13	+	453969	455609	YMR093W	UTP15
13	+	455809	459361	YMR094W, YMR096W	CTF13, SNZ1
13	+	465953	468361	YMR100W	MUB1
13	+	482953	483553	YMR107W	SPG4
13	+	483841	486305	YMR108W	ILV2
13	+	486553	490321	YMR109W	MYO5
13	+	494953	496297	YMR113W	FOL3
13	+	497657	499281	YMR115W	FMP24
13	+	505081	507441	YMR119W, YMR119W-A	ASI1, YMR119W-A
13	+	511265	511801	YMR122W-A	YMR122W-A
13	+	513553	514033	YMR123W	PKR1
13	+	514185	517273	YMR124W	YMR124W
13	+	517465	520521	YMR125W	STO1
13	+	523657	527569	YMR128W	ECM16
13	+	527785	531921	YMR129W	POM152
13	+	532033	533081	YMR130W	YMR130W
13	+	537785	538753	YMR134W	ERG29
13	+	541105	542977	YMR136W	GAT2
13	+	545137	545905	YMR138W	CIN4
13	+	545905	547281	YMR139W	RIM11
13	+	547673	550001	YMR140W	SIP5
13	+	551801	553065	YMR143W	RPS16A
13	+	553233	554457	YMR144W	YMR144W
13	+	559129	559777	YMR147W	YMR147W
13	+	560121	560937	YMR148W	YMR148W
13	+	560937	561977	YMR149W	SWP1
13	+	563057	564193	YMR152W	YIM1
13	+	564377	566073	YMR153W	NUP53
13	+	568337	570297	YMR155W	YMR155W
13	+	572193	572793	YMR158W	MRPS8
13	+	575025	577537	YMR160W	YMR160W
13	+	577673	578769	YMR161W	HLJ1
13	+	594889	597777	YMR167W	MLH1
13	+	606113	608177	YMR172W	HOT1
13	+	608649	610145	YMR173W, YMR173W-A	DDR48, YMR173W-A
13	+	610977	611281	YMR175W	SIP18
13	+	611625	615961	YMR176W	ECM5
13	+	616441	618201	YMR177W	MMT1
13	+	618441	619377	YMR178W	YMR178W
13	+	619801	622225	YMR179W	SPT21
13	+	623433	626273	YMR182W-A	YMR182W-A
13	+	628137	628833	YMR184W	ADD37
13	+	628969	631969	YMR185W	YMR185W
13	+	632321	634569	YMR186W	HSC82
13	+	637361	640705	YMR189W	GCV2
13	+	645641	646913	YMR191W	SPG5
13	+	647041	649321	YMR192W	GYL1
13	+	649977	650873	YMR193W	MRPL24
13	+	651113	652009	YMR194W	RPL36A
13	+	653937	654537	YMR195W	ICY1
13	+	655041	658441	YMR196W	YMR196W
13	+	659473	661705	YMR198W	CIK1
13	+	662441	664401	YMR199W	CLN1
13	+	664633	665841	YMR200W	ROT1
13	+	667473	668321	YMR202W	ERG2
13	+	668433	669921	YMR203W	TOM40
13	+	675721	677009	YMR206W	YMR206W
13	+	684409	685905	YMR208W	ERG12
13	+	687489	688857	YMR210W	YMR210W
13	+	689065	690641	YMR211W	DML1
13	+	693337	695153	YMR213W	CEF1
13	+	695321	696593	YMR214W	SCJ1
13	+	696729	698441	YMR215W	GAS3
13	+	701673	703489	YMR217W	GUA1
13	+	707081	712065	YMR219W	ESC1
13	+	712297	713849	YMR220W	ERG8
13	+	716497	718529	YMR223W	UBP8
13	+	724609	725745	YMR228W	MTF1
13	+	732369	733233	YMR230W	RPS10B
13	+	733505	736833	YMR231W	PEP5
13	+	739153	740017	YMR233W	TRI1
13	+	740161	741409	YMR234W	RNH1
13	+	742937	743489	YMR236W	TAF9
13	+	743681	746073	YMR237W	BCH1
13	+	746225	747825	YMR238W	DFG5
13	+	751737	752913	YMR241W	YHM2
13	+	759561	762073	YMR246W	FAA4
13	+	770633	772657	YMR250W	GAD1
13	+	773313	774089	YMR251W	GTO3
13	+	774721	775217	YMR251W-A	HOR7
13	+	777937	778721	YMR255W	GFD1
13	+	793697	794769	YMR262W	YMR262W
13	+	794889	795625	YMR263W	SAP30
13	+	795761	796537	YMR264W	CUE1
13	+	798489	801481	YMR266W	RSN1
13	+	801657	802849	YMR267W	PPA2
13	+	804417	805081	YMR269W	TMA23
13	+	818777	820057	YMR276W	DSK2
13	+	820145	822569	YMR277W	FCP1
13	+	822729	826777	YMR278W	YMR278W
13	+	832257	833345	YMR281W	GPI12
13	+	838153	840081	YMR284W	YKU70
13	+	841913	842289	YMR286W	MRPL33
13	+	845553	848513	YMR288W	HSH155
13	+	848665	850009	YMR289W	ABZ2
13	+	852553	854545	YMR291W	YMR291W
13	+	854745	855393	YMR292W	GOT1
13	+	856937	858121	YMR294W	JNM1
13	+	861865	863625	YMR297W	PRC1
13	+	863785	864409	YMR298W	LIP1
13	+	874785	878881	YMR304W	UBP15
13	+	886913	888889	YMR307W	GAS1
13	+	898281	899329	YMR312W	ELP6
13	+	901633	902577	YMR314W	PRE5
13	+	902713	903961	YMR315W	YMR315W
13	+	904761	905921	YMR316W	DIA1
