ID chr strand start end type name commonName endConfidence source
ST5473 10 - 279532 280004 CUTs CUT685 CUT685 mapped3 Automatic
ST5474 10 - 280004 280708 CUTs CUT686 CUT686 bothEndsMapped Automatic
ST5479 10 - 294068 294244 CUTs CUT687 CUT687 mapped5 Automatic
ST5488 10 - 319036 319300 CUTs CUT688 CUT688 mapped3 Automatic
ST5493 10 - 337052 337748 CUTs CUT689 CUT689 bothEndsMapped Automatic
ST5511 10 - 413868 414076 CUTs CUT690 CUT690 mapped3 Automatic
ST5523 10 - 450364 450676 CUTs CUT691 CUT691 bothEndsMapped Automatic
ST5530 10 - 461268 461564 CUTs CUT692 CUT692 bothEndsMapped Automatic
ST5542 10 - 506956 507524 CUTs CUT693 CUT693 bothEndsMapped Automatic
ST5551 10 - 529148 529652 CUTs CUT694 CUT694 bothEndsMapped Automatic
ST5552 10 - 534948 535748 CUTs CUT695 CUT695 bothEndsMapped Automatic
ST5575 10 - 609476 610468 CUTs CUT696 CUT696 bothEndsMapped Automatic
ST5576 10 - 610468 610932 CUTs CUT697 CUT697 mapped3 Automatic
ST5588 10 - 639988 640412 CUTs CUT698 CUT698 bothEndsMapped Automatic
ST5593 10 - 650700 651252 CUTs CUT699 CUT699 bothEndsMapped Automatic
ST5610 10 - 717580 717996 CUTs CUT700 CUT700 mapped5 Automatic
ST5622 11 - 24221 24917 CUTs CUT701 CUT701 mapped5 Automatic
ST5627 11 - 38237 38821 CUTs CUT702 CUT702 mapped5 Automatic
ST5643 11 - 95840 95984 CUTs CUT703 CUT703 mapped3 Automatic
ST5644 11 - 95984 96320 CUTs CUT704 CUT704 bothEndsMapped Automatic
ST5663 11 - 157728 158304 CUTs CUT705 CUT705 bothEndsMapped Automatic
ST5666 11 - 164456 164600 CUTs CUT706 CUT706 mapped5 Automatic
ST5688 11 - 229966 230622 CUTs CUT707 CUT707 mapped5 Automatic
ST5695 11 - 257535 258047 CUTs CUT708 CUT708 bothEndsMapped Automatic
ST5697 11 - 259671 259823 CUTs CUT709 CUT709 mapped5 Automatic
ST5703 11 - 273831 274703 CUTs CUT710 CUT710 bothEndsMapped Automatic
ST5707 11 - 285487 286015 CUTs CUT711 CUT711 bothEndsMapped Automatic
ST5708 11 - 290503 290807 CUTs CUT712 CUT712 bothEndsMapped Automatic
ST5711 11 - 298415 298799 CUTs CUT713 CUT713 bothEndsMapped Automatic
ST5714 11 - 307271 307647 CUTs CUT714 CUT714 bothEndsMapped Automatic
ST5720 11 - 325111 325551 CUTs CUT715 CUT715 bothEndsMapped Automatic
ST5721 11 - 325551 325911 CUTs CUT716 CUT716 mapped3 Automatic
ST5735 11 - 352495 353087 CUTs CUT717 CUT717 mapped5 Automatic
ST5744 11 - 385824 386280 CUTs CUT718 CUT718 mapped3 Automatic
ST5745 11 - 386280 386592 CUTs CUT719 CUT719 mapped3 Automatic
ST5746 11 - 386592 386896 CUTs CUT720 CUT720 bothEndsMapped Automatic
ST5783 11 - 492664 493296 CUTs CUT721 CUT721 bothEndsMapped Automatic
ST5791 11 - 516208 516512 CUTs CUT722 CUT722 bothEndsMapped Automatic
ST5804 11 - 553848 554360 CUTs CUT723 CUT723 bothEndsMapped Automatic
ST5805 11 - 556304 558056 CUTs CUT724 CUT724 bothEndsMapped Automatic
ST5806 11 - 558056 558304 CUTs CUT725 CUT725 mapped3 Automatic
ST5809 11 - 564296 564712 CUTs CUT726 CUT726 mapped3 Automatic
ST5813 11 - 570712 570848 CUTs CUT727 CUT727 bothEndsMapped Automatic
ST5817 11 - 582312 582992 CUTs CUT728 CUT728 bothEndsMapped Automatic
ST5827 11 - 613730 614338 CUTs CUT729 CUT729 mapped5 Automatic
ST5860 12 - 115533 116141 CUTs CUT730 CUT730 bothEndsMapped Automatic
ST5865 12 - 150317 150677 CUTs CUT731 CUT731 bothEndsMapped Automatic
ST5883 12 - 201533 201813 CUTs CUT732 CUT732 mapped5 Automatic
ST5906 12 - 264741 265269 CUTs CUT733 CUT733 bothEndsMapped Automatic
ST5938 12 - 363973 364301 CUTs CUT734 CUT734 bothEndsMapped Automatic
ST5950 12 - 398829 399389 CUTs CUT735 CUT735 bothEndsMapped Automatic
ST5958 12 - 436669 437109 CUTs CUT736 CUT736 bothEndsMapped Automatic
ST5972 12 - 503501 504045 CUTs CUT737 CUT737 bothEndsMapped Automatic
ST5973 12 - 505245 505509 CUTs CUT738 CUT738 mapped3 Automatic
ST5974 12 - 505509 505781 CUTs CUT739 CUT739 bothEndsMapped Automatic
ST5985 12 - 543349 543669 CUTs CUT740 CUT740 mapped5 Automatic
ST6013 12 - 633621 634005 CUTs CUT741 CUT741 bothEndsMapped Automatic
ST6017 12 - 657653 658085 CUTs CUT742 CUT742 bothEndsMapped Automatic
ST6018 12 - 658085 658205 CUTs CUT743 CUT743 mapped5 Automatic
ST6023 12 - 672413 672613 CUTs CUT744 CUT744 mapped3 Automatic
ST6024 12 - 672613 672837 CUTs CUT745 CUT745 bothEndsMapped Automatic
ST6062 12 - 786475 787395 CUTs CUT746 CUT746 bothEndsMapped Automatic
ST6063 12 - 789411 789699 CUTs CUT747 CUT747 mapped3 Automatic
ST6065 12 - 793131 794227 CUTs CUT748 CUT748 bothEndsMapped Automatic
ST6072 12 - 822731 823315 CUTs CUT749 CUT749 mapped3 Automatic
ST6077 12 - 830395 830731 CUTs CUT750 CUT750 mapped5 Automatic
ST6078 12 - 833283 833643 CUTs CUT751 CUT751 bothEndsMapped Automatic
ST6086 12 - 866419 866803 CUTs CUT752 CUT752 bothEndsMapped Automatic
ST6105 12 - 928604 929596 CUTs CUT753 CUT753 bothEndsMapped Automatic
ST6111 12 - 963124 963548 CUTs CUT754 CUT754 bothEndsMapped Automatic
ST6114 12 - 987900 988188 CUTs CUT755 CUT755 bothEndsMapped Automatic
ST6129 12 - 1043020 1043604 CUTs CUT756 CUT756 mapped5 Automatic
ST6132 13 - 8733 9269 CUTs CUT757 CUT757 mapped3 Automatic
ST6145 13 - 45909 46021 CUTs CUT758 CUT758 mapped3 Automatic
ST6148 13 - 53781 55213 CUTs CUT759 CUT759 bothEndsMapped Automatic
ST6165 13 - 110037 110365 CUTs CUT760 CUT760 bothEndsMapped Automatic
ST6166 13 - 110365 110837 CUTs CUT761 CUT761 bothEndsMapped Automatic
ST6192 13 - 218973 219221 CUTs CUT762 CUT762 mapped3 Automatic
ST6216 13 - 284181 284621 CUTs CUT763 CUT763 bothEndsMapped Automatic
ST6217 13 - 286669 287229 CUTs CUT764 CUT764 bothEndsMapped Automatic
ST6221 13 - 302549 302669 CUTs CUT765 CUT765 mapped5 Automatic
ST6223 13 - 311269 311477 CUTs CUT766 CUT766 mapped3 Automatic
ST6236 13 - 352413 353021 CUTs CUT767 CUT767 bothEndsMapped Automatic
ST6237 13 - 354749 355125 CUTs CUT768 CUT768 bothEndsMapped Automatic
ST6245 13 - 396469 396853 CUTs CUT769 CUT769 mapped5 Automatic
ST6246 13 - 399181 399645 CUTs CUT770 CUT770 bothEndsMapped Automatic
ST6248 13 - 405613 406109 CUTs CUT771 CUT771 mapped5 Automatic
ST6257 13 - 431245 431453 CUTs CUT772 CUT772 mapped5 Automatic
ST6258 13 - 433053 433341 CUTs CUT773 CUT773 mapped3 Automatic
ST6262 13 - 448309 448957 CUTs CUT774 CUT774 mapped5 Automatic
ST6284 13 - 512021 513341 CUTs CUT775 CUT775 bothEndsMapped Automatic
ST6292 13 - 545325 545709 CUTs CUT776 CUT776 bothEndsMapped Automatic
ST6296 13 - 559701 560637 CUTs CUT777 CUT777 bothEndsMapped Automatic
ST6299 13 - 568213 568413 CUTs CUT778 CUT778 mapped5 Automatic
ST6303 13 - 576605 577453 CUTs CUT779 CUT779 bothEndsMapped Automatic
ST6320 13 - 628381 628733 CUTs CUT780 CUT780 bothEndsMapped Automatic
ST6324 13 - 646397 646853 CUTs CUT781 CUT781 bothEndsMapped Automatic
ST6325 13 - 649469 649813 CUTs CUT782 CUT782 bothEndsMapped Automatic
ST6328 13 - 654781 656005 CUTs CUT783 CUT783 mapped5 Automatic
ST6329 13 - 656005 658381 CUTs CUT784 CUT784 bothEndsMapped Automatic
ST6331 13 - 661101 661613 CUTs CUT785 CUT785 bothEndsMapped Automatic
ST6333 13 - 667933 668229 CUTs CUT786 CUT786 bothEndsMapped Automatic
ST6353 13 - 752965 753117 CUTs CUT787 CUT787 mapped3 Automatic
ST6357 13 - 759829 760149 CUTs CUT788 CUT788 bothEndsMapped Automatic
ST6358 13 - 761805 761949 CUTs CUT789 CUT789 bothEndsMapped Automatic
ST6362 13 - 773597 774053 CUTs CUT790 CUT790 mapped5 Automatic
ST6393 13 - 874389 874549 CUTs CUT791 CUT791 mapped5 Automatic
ST6395 13 - 881973 885405 CUTs CUT792 CUT792 bothEndsMapped Automatic
ST6405 13 - 914717 915069 CUTs CUT793 CUT793 mapped5 Automatic
ST6406 13 - 915069 915237 CUTs CUT794 CUT794 mapped5 Automatic
ST6412 14 - 31405 31765 CUTs CUT795 CUT795 mapped5 Automatic
ST6418 14 - 49197 49325 CUTs CUT796 CUT796 mapped3 Automatic
ST6426 14 - 64614 64814 CUTs CUT797 CUT797 mapped5 Automatic
ST6428 14 - 67862 68415 CUTs CUT798 CUT798 bothEndsMapped Automatic
ST6432 14 - 86863 87319 CUTs CUT799 CUT799 bothEndsMapped Automatic
ST6433 14 - 89623 89887 CUTs CUT800 CUT800 bothEndsMapped Automatic
ST6436 14 - 107159 108183 CUTs CUT801 CUT801 mapped5 Automatic
ST6439 14 - 116199 116575 CUTs CUT802 CUT802 bothEndsMapped Automatic
ST6448 14 - 154511 154839 CUTs CUT803 CUT803 bothEndsMapped Automatic
ST6459 14 - 185015 185239 CUTs CUT804 CUT804 bothEndsMapped Automatic
ST6475 14 - 240887 241343 CUTs CUT805 CUT805 bothEndsMapped Automatic
ST6487 14 - 275271 276079 CUTs CUT806 CUT806 bothEndsMapped Automatic
ST6511 14 - 358471 358927 CUTs CUT807 CUT807 mapped3 Automatic
ST6512 14 - 358927 359239 CUTs CUT808 CUT808 bothEndsMapped Automatic
ST6514 14 - 366271 366503 CUTs CUT809 CUT809 bothEndsMapped Automatic
ST6516 14 - 371271 371471 CUTs CUT810 CUT810 mapped3 Automatic
ST6525 14 - 407703 408103 CUTs CUT811 CUT811 bothEndsMapped Automatic
ST6532 14 - 434271 434591 CUTs CUT812 CUT812 bothEndsMapped Automatic
ST6538 14 - 458799 459431 CUTs CUT813 CUT813 bothEndsMapped Automatic
ST6544 14 - 479423 480359 CUTs CUT814 CUT814 mapped5 Automatic
ST6545 14 - 483655 485263 CUTs CUT815 CUT815 bothEndsMapped Automatic
ST6554 14 - 525560 525824 CUTs CUT816 CUT816 bothEndsMapped Automatic
ST6555 14 - 529160 529560 CUTs CUT817 CUT817 bothEndsMapped Automatic
ST6590 14 - 663296 663664 CUTs CUT818 CUT818 bothEndsMapped Automatic
ST6603 14 - 707120 707560 CUTs CUT819 CUT819 bothEndsMapped Automatic
ST6614 14 - 736216 736480 CUTs CUT820 CUT820 bothEndsMapped Automatic
ST6647 15 - 73358 73534 CUTs CUT821 CUT821 mapped3 Automatic
ST6656 15 - 99102 99470 CUTs CUT822 CUT822 bothEndsMapped Automatic
ST6657 15 - 100814 101062 CUTs CUT823 CUT823 mapped3 Automatic
ST6660 15 - 105790 106358 CUTs CUT824 CUT824 bothEndsMapped Automatic
ST6671 15 - 146822 147174 CUTs CUT825 CUT825 bothEndsMapped Automatic
ST6675 15 - 158918 159462 CUTs CUT826 CUT826 mapped5 Automatic
ST6678 15 - 167502 167862 CUTs CUT827 CUT827 bothEndsMapped Automatic
ST6683 15 - 197046 197165 CUTs CUT828 CUT828 mapped3 Automatic
ST6685 15 - 199926 200158 CUTs CUT829 CUT829 mapped3 Automatic
ST6695 15 - 226981 227364 CUTs CUT830 CUT830 bothEndsMapped Automatic
ST6698 15 - 234190 234494 CUTs CUT831 CUT831 bothEndsMapped Automatic
ST6704 15 - 264574 265174 CUTs CUT832 CUT832 bothEndsMapped Automatic
ST6722 15 - 332910 333374 CUTs CUT833 CUT833 bothEndsMapped Automatic
ST6732 15 - 363574 364134 CUTs CUT834 CUT834 bothEndsMapped Automatic
ST6740 15 - 379086 380182 CUTs CUT835 CUT835 bothEndsMapped Automatic
ST6741 15 - 380182 380734 CUTs CUT836 CUT836 bothEndsMapped Automatic
ST6743 15 - 386198 386558 CUTs CUT837 CUT837 bothEndsMapped Automatic
ST6745 15 - 391222 391342 CUTs CUT838 CUT838 mapped5 Automatic
ST6751 15 - 406766 407622 CUTs CUT839 CUT839 bothEndsMapped Automatic
ST6752 15 - 407622 407822 CUTs CUT840 CUT840 mapped3 Automatic
ST6754 15 - 409158 409566 CUTs CUT841 CUT841 bothEndsMapped Automatic
ST6779 15 - 493886 494374 CUTs CUT842 CUT842 mapped3 Automatic
ST6787 15 - 519910 520422 CUTs CUT843 CUT843 bothEndsMapped Automatic
ST6789 15 - 530502 531262 CUTs CUT844 CUT844 bothEndsMapped Automatic
ST6790 15 - 536750 536894 CUTs CUT845 CUT845 mapped3 Automatic
ST6797 15 - 552934 553110 CUTs CUT846 CUT846 mapped5 Automatic
ST6802 15 - 564262 564422 CUTs CUT847 CUT847 mapped3 Automatic
ST6807 15 - 574326 574806 CUTs CUT848 CUT848 bothEndsMapped Automatic
ST6819 15 - 618894 619086 CUTs CUT849 CUT849 mapped5 Automatic
ST6823 15 - 632590 632862 CUTs CUT850 CUT850 mapped3 Automatic
ST6833 15 - 670590 670702 CUTs CUT851 CUT851 mapped5 Automatic
ST6834 15 - 671382 671502 CUTs CUT852 CUT852 mapped3 Automatic
ST6838 15 - 680286 680566 CUTs CUT853 CUT853 mapped3 Automatic
ST6841 15 - 682974 683294 CUTs CUT854 CUT854 mapped3 Automatic
ST6857 15 - 741774 742246 CUTs CUT855 CUT855 mapped5 Automatic
ST6860 15 - 747318 747478 CUTs CUT856 CUT856 mappedNone Automatic
ST6864 15 - 757654 758062 CUTs CUT857 CUT857 mapped5 Automatic
ST6865 15 - 758846 759030 CUTs CUT858 CUT858 bothEndsMapped Automatic
ST6870 15 - 769582 769990 CUTs CUT859 CUT859 bothEndsMapped Automatic
ST6871 15 - 775094 775470 CUTs CUT860 CUT860 bothEndsMapped Automatic
ST6873 15 - 780998 781542 CUTs CUT861 CUT861 bothEndsMapped Automatic
ST6874 15 - 784094 784646 CUTs CUT862 CUT862 bothEndsMapped Automatic
ST6885 15 - 811759 812191 CUTs CUT863 CUT863 mapped3 Automatic
ST6889 15 - 818135 818439 CUTs CUT864 CUT864 mapped5 Automatic
ST6901 15 - 848831 849047 CUTs CUT865 CUT865 mapped3 Automatic
ST6908 15 - 876351 877007 CUTs CUT866 CUT866 mapped3 Automatic
ST6910 15 - 880351 880719 CUTs CUT867 CUT867 bothEndsMapped Automatic
ST6931 15 - 944183 944415 CUTs CUT868 CUT868 bothEndsMapped Automatic
ST6933 15 - 953559 953887 CUTs CUT869 CUT869 bothEndsMapped Automatic
ST6934 15 - 953887 954079 CUTs CUT870 CUT870 mapped5 Automatic
ST6937 15 - 960255 960671 CUTs CUT871 CUT871 mapped5 Automatic
ST6943 15 - 982303 982519 CUTs CUT872 CUT872 mapped3 Automatic
ST6952 15 - 1003415 1004087 CUTs CUT873 CUT873 bothEndsMapped Automatic
ST6954 15 - 1010391 1010791 CUTs CUT874 CUT874 bothEndsMapped Automatic
ST6964 15 - 1037631 1039407 CUTs CUT875 CUT875 bothEndsMapped Automatic
ST6970 16 - 23773 23909 CUTs CUT876 CUT876 mapped3 Automatic
ST6973 16 - 34693 35013 CUTs CUT877 CUT877 bothEndsMapped Automatic
ST6984 16 - 74789 74901 CUTs CUT878 CUT878 mapped5 Automatic
ST6996 16 - 105525 105925 CUTs CUT879 CUT879 mapped5 Automatic
ST6997 16 - 107733 108269 CUTs CUT880 CUT880 bothEndsMapped Automatic
ST7000 16 - 117733 118021 CUTs CUT881 CUT881 bothEndsMapped Automatic
ST7005 16 - 131445 131685 CUTs CUT882 CUT882 bothEndsMapped Automatic
ST7006 16 - 132197 132413 CUTs CUT883 CUT883 mapped3 Automatic
ST7008 16 - 134893 135525 CUTs CUT884 CUT884 bothEndsMapped Automatic
ST7015 16 - 158757 159573 CUTs CUT885 CUT885 bothEndsMapped Automatic
ST7017 16 - 163669 163917 CUTs CUT886 CUT886 mapped5 Automatic
ST7024 16 - 187837 188061 CUTs CUT887 CUT887 mapped5 Automatic
ST7026 16 - 190893 191205 CUTs CUT888 CUT888 bothEndsMapped Automatic
ST7028 16 - 195677 195805 CUTs CUT889 CUT889 mapped5 Automatic
ST7031 16 - 204245 204957 CUTs CUT890 CUT890 bothEndsMapped Automatic
ST7032 16 - 207237 207645 CUTs CUT891 CUT891 bothEndsMapped Automatic
ST7046 16 - 254381 254525 CUTs CUT892 CUT892 mapped5 Automatic
ST7075 16 - 348287 348855 CUTs CUT893 CUT893 mapped5 Automatic
ST7076 16 - 349943 350119 CUTs CUT894 CUT894 mapped3 Automatic
ST7086 16 - 373079 373431 CUTs CUT895 CUT895 bothEndsMapped Automatic
ST7089 16 - 382743 383071 CUTs CUT896 CUT896 bothEndsMapped Automatic
ST7095 16 - 410615 411647 CUTs CUT897 CUT897 bothEndsMapped Automatic
ST7101 16 - 431095 431375 CUTs CUT898 CUT898 mapped3 Automatic
ST7104 16 - 444311 445087 CUTs CUT899 CUT899 bothEndsMapped Automatic
ST7118 16 - 480071 480359 CUTs CUT900 CUT900 bothEndsMapped Automatic
ST7119 16 - 480951 481063 CUTs CUT901 CUT901 mapped3 Automatic
ST7124 16 - 493087 493311 CUTs CUT902 CUT902 mapped5 Automatic
ST7125 16 - 497287 497711 CUTs CUT903 CUT903 bothEndsMapped Automatic
ST7132 16 - 518071 518551 CUTs CUT904 CUT904 mapped3 Automatic
ST7166 16 - 622703 623215 CUTs CUT905 CUT905 bothEndsMapped Automatic
ST7170 16 - 639103 639287 CUTs CUT906 CUT906 mapped5 Automatic
ST7172 16 - 644975 645239 CUTs CUT907 CUT907 mapped5 Automatic
ST7181 16 - 671463 673519 CUTs CUT908 CUT908 bothEndsMapped Automatic
ST7189 16 - 685495 685695 CUTs CUT909 CUT909 mapped5 Automatic
ST7193 16 - 699479 700023 CUTs CUT910 CUT910 bothEndsMapped Automatic
ST7196 16 - 706287 706719 CUTs CUT911 CUT911 bothEndsMapped Automatic
ST7212 16 - 752743 753039 CUTs CUT912 CUT912 bothEndsMapped Automatic
ST7213 16 - 758919 759455 CUTs CUT913 CUT913 bothEndsMapped Automatic
ST7214 16 - 767055 767447 CUTs CUT914 CUT914 bothEndsMapped Automatic
ST7226 16 - 801479 802095 CUTs CUT915 CUT915 bothEndsMapped Automatic
ST7231 16 - 821447 821735 CUTs CUT916 CUT916 mapped5 Automatic
ST7239 16 - 833479 834071 CUTs CUT917 CUT917 mapped5 Automatic
ST7240 16 - 834071 834303 CUTs CUT918 CUT918 bothEndsMapped Automatic
ST7247 16 - 874527 874879 CUTs CUT919 CUT919 bothEndsMapped Automatic
ST7251 16 - 877967 878151 CUTs CUT920 CUT920 mapped3 Automatic
ST7252 16 - 878151 878495 CUTs CUT921 CUT921 bothEndsMapped Automatic
ST7259 16 - 900071 900511 CUTs CUT922 CUT922 bothEndsMapped Automatic
ST7260 16 - 901103 901543 CUTs CUT923 CUT923 bothEndsMapped Automatic
ST7267 16 - 930055 930207 CUTs CUT924 CUT924 mapped3 Automatic
ST7269 16 - 933183 933783 CUTs CUT925 CUT925 bothEndsMapped Automatic
